day,customer_id,sale_kind,total_sales
2016-07-31,1000001,order,27.795
2016-08-01,1000002,order,63.635
2016-08-01,1000003,order,85.44
2016-08-01,1000004,order,53.845
2016-08-01,1000005,order,144.97
2016-08-01,1000006,order,44.69
2016-08-01,1000007,order,98.536
2016-08-01,1000008,order,51.4716
2016-08-01,1000009,order,43.21
2016-08-01,1000010,order,94.192
2016-08-01,1000011,order,103.95
2016-08-01,1000012,order,36.208
2016-08-01,1000013,order,62.568
2016-08-01,1000014,order,133.5
2016-08-01,1000015,order,35.425
2016-08-01,1000016,order,80.032
2016-08-01,1000017,order,155.12
2016-08-01,1000018,order,59.95
2016-08-01,1000019,order,113.36
2016-08-01,1000020,order,44.69
2016-08-01,1000021,order,44.096
2016-08-01,1000022,order,137.4521
2016-08-01,1000023,order,59.904
2016-08-01,1000024,order,101.26
2016-08-01,1000025,order,74.665
2016-08-01,1000026,order,40.33
2016-08-01,1000027,order,26.172
2016-08-01,1000028,order,93.125
2016-08-01,1000029,order,52.895
2016-08-01,1000030,order,56.544
2016-08-01,1000031,order,100.488
2016-08-01,1000032,order,80.032
2016-08-01,1000033,order,81.27
2016-08-01,1000034,order,58.7535
2016-08-01,1000035,order,97.66
2016-08-01,1000036,order,121.8
2016-08-01,1000037,order,37.605
2016-08-01,1000038,order,258.03
2016-08-01,1000039,order,105.228
2016-08-01,1000040,order,31.595
2016-08-01,1000041,order,140.184
2016-08-01,1000042,order,46.176
2016-08-01,1000043,order,231.24
2016-08-01,1000044,order,95.04
2016-08-01,1000045,order,41.976
2016-08-01,1000046,order,37.38
2016-08-01,1000047,order,64.78
2016-08-01,1000048,order,25.365
2016-08-01,1000049,order,27.145
2016-08-01,1000050,order,72.09
2016-08-02,1000051,order,91.492
2016-08-02,1000052,order,98.208
2016-08-02,1000053,order,38.15
2016-08-02,1000054,order,81.27
2016-08-02,1000055,order,133.5
2016-08-02,1000056,order,77.935
2016-08-02,1000057,order,95.12
2016-08-02,1000058,order,50.336
2016-08-02,1000059,order,25.792
2016-08-02,1000060,order,99.68
2016-08-02,1000061,order,143.88
2016-08-02,1000062,order,69.696
2016-08-02,1000063,order,62.524
2016-08-02,1000064,order,84.18
2016-08-02,1000065,order,278.24
2016-08-02,1000066,order,79.576
2016-08-02,1000067,order,79.4139
2016-08-03,1000025,return,-12.1
2016-08-03,1000068,order,114.492
2016-08-03,1000069,order,116.116
2016-08-03,1000070,order,232.8
2016-08-03,1000071,order,66.417
2016-08-03,1000072,order,50.163
2016-08-03,1000073,order,102.272
2016-08-04,1000015,order,67.58
2016-08-04,1000015,return,-50.14
2016-08-04,1000046,return,-8.058
2016-08-04,1000074,order,144.2
2016-08-04,1000075,order,121.6
2016-08-04,1000076,order,79.576
2016-08-05,1000077,order,82.716
2016-08-05,1000078,order,34.265
2016-08-06,1000079,order,64.152
2016-08-06,1000080,order,39.16
2016-08-06,1000081,order,384.1425
2016-08-06,1000082,order,79.488
2016-08-07,1000083,order,105.045
2016-08-07,1000084,order,58.41
2016-08-07,1000085,order,167.32
2016-08-07,1000086,order,53.664
2016-08-07,1000087,order,85.14
2016-08-07,1000088,order,47.96
2016-08-07,1000089,order,68.105
2016-08-08,1000031,order,225.225
2016-08-08,1000090,order,43.45
2016-08-08,1000091,order,47.68
2016-08-08,1000092,order,66.75
2016-08-09,1000093,order,35.588
2016-08-09,1000094,order,73.953
2016-08-09,1000095,order,67.035
2016-08-10,1000096,order,78.154
2016-08-11,1000073,order,69.3
2016-08-11,1000097,order,61.41
2016-08-11,1000098,order,74.12
2016-08-11,1000099,order,129.71
2016-08-12,1000073,order,114.84
2016-08-12,1000073,return,-90.09
2016-08-12,1000100,order,160.65
2016-08-13,1000073,order,135.63
2016-08-14,1000101,order,189.745
2016-08-14,1000102,order,234.58
2016-08-16,1000103,order,114.84
2016-08-18,1000099,order,258.99
2016-08-19,1000104,order,52.065
2016-08-21,1000105,order,50.31
2016-08-22,1000106,order,84.8302
2016-08-22,1000107,order,123.849
2016-08-23,1000039,return,-98.592
2016-08-23,1000056,order,66.435
2016-08-23,1000108,order,43.165
2016-08-23,1000109,order,42.3615
2016-08-24,1000110,order,35.425
2016-08-25,1000111,order,46.325
2016-08-25,1000112,order,103.95
2016-08-26,1000105,order,68.634
2016-08-26,1000113,order,57.393
2016-08-27,1000111,order,37.06
2016-08-27,1000114,order,69.746
2016-08-27,1000115,order,91.59
2016-08-29,1000116,order,44.5
2016-08-29,1000117,order,23.805
2016-08-30,1000118,order,56.338
2016-08-31,1000015,return,-74.25
2016-08-31,1000093,return,-68.0085
2016-09-02,1000119,order,46.432
2016-09-04,1000120,order,67.077
2016-09-04,1000121,order,49.05
2016-09-06,1000122,order,102.065
2016-09-07,1000123,order,37.25
2016-09-10,1000124,order,47.4843
2016-09-10,1000125,order,119.349
2016-09-10,1000126,order,64.97
2016-09-13,1000074,return,-25.704
2016-09-13,1000097,return,-76.54
2016-09-13,1000127,order,34.3665
2016-09-15,1000128,order,97.9965
2016-09-15,1000129,order,70.85
2016-09-15,1000130,order,177.52
2016-09-17,1000131,order,151.63
2016-09-18,1000132,order,131.868
2016-09-18,1000133,order,53.955
2016-09-19,1000134,order,38.7305
2016-09-20,1000135,order,69.76
2016-09-20,1000136,order,186.3225
2016-09-20,1000137,order,69.3
2016-09-22,1000136,order,75.24
2016-09-23,1000076,order,60.495
2016-09-23,1000138,order,47.1575
2016-09-26,1000099,return,-93.06
2016-09-26,1000139,order,63.4312
2016-09-27,1000140,order,52.865
2016-09-28,1000014,order,133.21
2016-09-28,1000141,order,97.02
2016-09-28,1000142,order,42.5785
2016-09-29,1000143,order,364.14
2016-10-01,1000144,order,124.65
2016-10-01,1000145,order,114.55
2016-10-01,1000146,order,72.485
2016-10-02,1000147,order,76.896
2016-10-04,1000148,order,116.82
2016-10-05,1000031,order,80.19
2016-10-05,1000121,order,98.34
2016-10-05,1000149,order,40.367
2016-10-06,1000150,order,66.464
2016-10-08,1000151,order,81.2795
2016-10-08,1000152,order,68.634
2016-10-08,1000153,order,79.4394
2016-10-10,1000132,return,-50.3415
2016-10-10,1000154,order,30.52
2016-10-11,1000155,order,33.2755
2016-10-12,1000156,order,147.087
2016-10-14,1000157,order,54.338
2016-10-14,1000158,order,64.5282
2016-10-14,1000159,order,54.9444
2016-10-14,1000160,order,68.5396
2016-10-14,1000161,order,117.81
2016-10-14,1000162,order,65.844
2016-10-14,1000162,return,-25.6088
2016-10-14,1000163,order,39.7851
2016-10-14,1000164,order,78.01
2016-10-14,1000165,order,58.0771
2016-10-14,1000166,order,51.11
2016-10-14,1000167,order,32.28
2016-10-14,1000168,order,29.052
2016-10-15,1000169,order,125.631
2016-10-15,1000170,order,54.5
2016-10-16,1000171,order,51.277
2016-10-18,1000138,return,-63.1755
2016-10-21,1000172,order,98.3025
2016-10-22,1000173,order,44.69
2016-10-22,1000174,order,124.6
2016-10-22,1000175,order,88.11
2016-10-23,1000075,order,124.65
2016-10-23,1000176,order,102.168
2016-10-23,1000177,order,252.0616
2016-10-23,1000178,order,92.82
2016-10-24,1000026,order,95.36
2016-10-24,1000179,order,73.899
2016-10-25,1000180,order,148.24
2016-10-26,1000052,order,73.953
2016-10-27,1000181,order,39.785
2016-10-27,1000182,order,158.4
2016-10-27,1000183,order,64.3986
2016-10-27,1000184,order,128.805
2016-10-28,1000137,order,75.465
2016-10-31,1000185,order,46.3675
2016-10-31,1000186,order,81.2795
2016-11-01,1000187,order,68.886
2016-11-02,1000139,return,-63.495
2016-11-03,1000188,order,71.2
2016-11-03,1000188,return,-110.36
2016-11-04,1000189,order,78.408
2016-11-04,1000190,order,60.942
2016-11-04,1000191,order,81.1672
2016-11-05,1000192,order,30.0025
2016-11-06,1000193,order,44.1855
2016-11-06,1000194,order,53.955
2016-11-06,1000195,order,84.6708
2016-11-08,1000196,order,82.77
2016-11-08,1000196,return,-7.476
2016-11-09,1000197,order,180.05
2016-11-11,1000126,order,70.3695
2016-11-12,1000198,order,43.6
2016-11-13,1000075,order,43.6
2016-11-13,1000199,order,138.78
2016-11-14,1000200,order,1009.26
2016-11-14,1000201,order,42.453
2016-11-16,1000202,order,106.029
2016-11-21,1000070,order,164.6922
2016-11-22,1000070,return,-41.9764
2016-11-22,1000151,order,48.65
2016-11-22,1000170,order,94.25
2016-11-22,1000203,order,39.22
2016-11-22,1000204,order,30.71
2016-11-22,1000205,order,41.89
2016-11-22,1000206,order,29.4
2016-11-22,1000207,order,35.425
2016-11-23,1000146,order,21.35
2016-11-23,1000208,order,53.55
2016-11-25,1000209,order,36.4
2016-11-25,1000103,order,164.61
2016-11-25,1000182,order,263.94
2016-11-25,1000210,order,27.3
2016-11-25,1000211,order,259.578
2016-11-25,1000212,order,22.7602
2016-11-26,1000213,order,73.9704
2016-11-26,1000214,order,47.2524
2016-11-27,1000017,order,150.42
2016-11-27,1000201,order,62.4
2016-11-27,1000215,order,35.38
2016-11-27,1000216,order,76.9366
2016-11-27,1000217,order,66.759
2016-11-27,1000218,order,51.475
2016-11-28,1000188,order,99.603
2016-11-28,1000010,order,33.55
2016-11-28,1000026,order,32.75
2016-11-28,1000031,order,70.4
2016-11-28,1000036,order,133.1
2016-11-28,1000099,order,99.2
2016-11-28,1000134,order,16.64
2016-11-28,1000219,order,34.75
2016-11-28,1000196,order,31.25
2016-11-28,1000203,order,43.605
2016-11-28,1000206,order,62.15
2016-11-28,1000220,order,19.25
